Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDate_UK,SedentaryHours,VeryActiveHours,FairlyActiveHours,LightlyActiveHours,TotalActiveMinutes,TotalActiveHours,TotalActiveTime,DayOfWeek,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepDay_UK,HoursAsleep,HoursInBed,TimeAwakeInBedHours,SleepDuration,TimeInBed,AwakeInBedTime
2347167796,2016-04-25,9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,25/04/2016,10.883333333333333,0.25,0.18333333333333332,4.616666666666666,303,5.05,5h 3m,Monday,1,433,471,25/04/2016,7.216666666666667,7.85,0.6333333333333329,7h 13m,7h 51m,0h 38m
2347167796,2016-04-26,5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,26/04/2016,12.2,0.0,0.0,3.783333333333333,227,3.783333333333333,3h 47m,Tuesday,1,436,490,26/04/2016,7.266666666666667,8.166666666666666,0.8999999999999995,7h 16m,8h 10m,0h 54m
2347167796,2016-04-27,11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,27/04/2016,10.383333333333333,0.43333333333333335,0.15,4.916666666666667,330,5.5,5h 30m,Wednesday,1,448,499,27/04/2016,7.466666666666667,8.316666666666666,0.8499999999999996,7h 28m,8h 19m,0h 51m
2347167796,2016-04-28,5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,28/04/2016,12.733333333333333,0.0,0.0,3.816666666666667,229,3.816666666666667,3h 49m,Thursday,1,408,450,28/04/2016,6.8,7.5,0.7000000000000002,6h 48m,7h 30m,0h 42m
2347167796,2016-04-29,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,29/04/2016,0.03333333333333333,0.0,0.0,0.06666666666666667,4,0.06666666666666667,0h 4m,Friday,1,411,473,29/04/2016,6.85,7.883333333333334,1.033333333333334,6h 51m,7h 53m,1h 2m
3977333714,2016-04-12,8856,5.98000001907349,5.98000001907349,0.0,3.05999994277954,0.910000026226044,2.00999999046326,0.0,44,19,131,777,1450,12/04/2016,12.95,0.7333333333333333,0.31666666666666665,2.183333333333333,194,3.2333333333333334,3h 14m,Tuesday,1,274,469,12/04/2016,4.566666666666666,7.816666666666666,3.25,4h 34m,7h 49m,3h 15m
3977333714,2016-04-13,10035,6.71000003814697,6.71000003814697,0.0,2.02999997138977,2.13000011444092,2.54999995231628,0.0,31,46,153,754,1495,13/04/2016,12.566666666666666,0.5166666666666667,0.7666666666666667,2.55,230,3.8333333333333335,3h 50m,Wednesday,2,295,456,13/04/2016,4.916666666666667,7.6,2.6833333333333327,4h 55m,7h 36m,2h 41m
3977333714,2016-04-14,7641,5.1100001335144,5.1100001335144,0.0,0.319999992847443,0.970000028610229,3.8199999332428,0.0,5,23,214,801,1433,14/04/2016,13.35,0.08333333333333333,0.38333333333333336,3.566666666666667,242,4.033333333333333,4h 2m,Thursday,1,291,397,14/04/2016,4.85,6.616666666666666,1.7666666666666666,4h 51m,6h 37m,1h 46m
3977333714,2016-04-15,9010,6.05999994277954,6.05999994277954,0.0,1.04999995231628,1.75,3.25999999046326,0.0,15,42,183,644,1468,15/04/2016,10.733333333333333,0.25,0.7,3.05,240,4.0,4h 0m,Friday,1,424,556,15/04/2016,7.066666666666666,9.266666666666667,2.200000000000001,7h 4m,9h 16m,2h 12m
3977333714,2016-04-16,13459,9.0,9.0,0.0,2.02999997138977,4.0,2.97000002861023,0.0,31,83,153,663,1625,16/04/2016,11.05,0.5166666666666667,1.3833333333333333,2.55,267,4.45,4h 27m,Saturday,1,283,510,16/04/2016,4.716666666666667,8.5,3.783333333333333,4h 43m,8h 30m,3h 47m
3977333714,2016-04-17,10415,6.96999979019165,6.96999979019165,0.0,0.699999988079071,2.34999990463257,3.92000007629395,0.0,11,58,205,600,1529,17/04/2016,10.0,0.18333333333333332,0.9666666666666667,3.4166666666666665,274,4.566666666666666,4h 34m,Sunday,1,381,566,17/04/2016,6.35,9.433333333333334,3.083333333333334,6h 21m,9h 26m,3h 5m
3977333714,2016-04-18,11663,7.80000019073486,7.80000019073486,0.0,0.25,3.73000001907349,3.8199999332428,0.0,4,95,214,605,1584,18/04/2016,10.083333333333334,0.06666666666666667,1.5833333333333333,3.566666666666667,313,5.216666666666667,5h 13m,Monday,2,412,522,18/04/2016,6.866666666666666,8.7,1.833333333333333,6h 52m,8h 42m,1h 50m
3977333714,2016-04-19,12414,8.77999973297119,8.77999973297119,0.0,2.24000000953674,2.45000004768372,3.96000003814697,0.0,19,67,221,738,1638,19/04/2016,12.3,0.31666666666666665,1.1166666666666667,3.683333333333333,307,5.116666666666666,5h 7m,Tuesday,1,219,395,19/04/2016,3.65,6.583333333333333,2.933333333333333,3h 39m,6h 35m,2h 56m
3977333714,2016-04-20,11658,7.82999992370605,7.82999992370605,0.0,0.200000002980232,4.34999990463257,3.27999997138977,0.0,2,98,164,845,1554,20/04/2016,14.083333333333334,0.03333333333333333,1.6333333333333333,2.7333333333333334,264,4.4,4h 24m,Wednesday,2,152,305,20/04/2016,2.533333333333333,5.083333333333333,2.55,2h 32m,5h 5m,2h 33m
3977333714,2016-04-21,6093,4.07999992370605,4.07999992370605,0.0,0.0,0.0,4.05999994277954,0.0,0,0,242,712,1397,21/04/2016,11.866666666666667,0.0,0.0,4.033333333333333,242,4.033333333333333,4h 2m,Thursday,1,332,512,21/04/2016,5.533333333333333,8.533333333333333,3.0,5h 32m,8h 32m,3h 0m
3977333714,2016-04-22,8911,5.96000003814697,5.96000003814697,0.0,2.32999992370605,0.579999983310699,3.05999994277954,0.0,33,12,188,731,1481,22/04/2016,12.183333333333334,0.55,0.2,3.1333333333333333,233,3.8833333333333333,3h 53m,Friday,1,355,476,22/04/2016,5.916666666666667,7.933333333333334,2.0166666666666666,5h 55m,7h 56m,2h 1m
3977333714,2016-04-23,12058,8.06999969482422,8.06999969482422,0.0,0.0,4.21999979019165,3.84999990463257,0.0,0,92,252,724,1638,23/04/2016,12.066666666666666,0.0,1.5333333333333334,4.2,344,5.733333333333333,5h 44m,Saturday,1,235,372,23/04/2016,3.9166666666666665,6.2,2.2833333333333337,3h 55m,6h 12m,2h 17m
3977333714,2016-04-24,14112,10.0,10.0,0.0,3.26999998092651,4.55999994277954,2.17000007629395,0.0,30,95,129,660,1655,24/04/2016,11.0,0.5,1.5833333333333333,2.15,254,4.233333333333333,4h 14m,Sunday,1,310,526,24/04/2016,5.166666666666667,8.766666666666667,3.6000000000000005,5h 10m,8h 46m,3h 36m
3977333714,2016-04-25,11177,8.47999954223633,8.47999954223633,0.0,5.61999988555908,0.430000007152557,2.41000008583069,0.0,50,9,133,781,1570,25/04/2016,13.016666666666667,0.8333333333333334,0.15,2.216666666666667,192,3.2,3h 12m,Monday,1,262,467,25/04/2016,4.366666666666666,7.783333333333333,3.416666666666667,4h 22m,7h 47m,3h 25m
3977333714,2016-04-26,11388,7.61999988555908,7.61999988555908,0.0,0.449999988079071,4.21999979019165,2.95000004768372,0.0,7,95,170,797,1551,26/04/2016,13.283333333333333,0.11666666666666667,1.5833333333333333,2.8333333333333335,272,4.533333333333333,4h 32m,Tuesday,1,250,371,26/04/2016,4.166666666666667,6.183333333333334,2.0166666666666666,4h 10m,6h 11m,2h 1m
3977333714,2016-04-27,7193,5.03999996185303,5.03999996185303,0.0,0.0,0.419999986886978,4.61999988555908,0.0,0,10,176,714,1377,27/04/2016,11.9,0.0,0.16666666666666666,2.933333333333333,186,3.1,3h 6m,Wednesday,1,349,540,27/04/2016,5.816666666666666,9.0,3.1833333333333336,5h 49m,9h 0m,3h 11m
3977333714,2016-04-28,7114,4.88000011444092,4.88000011444092,0.0,1.37000000476837,0.28999999165535,3.22000002861023,0.0,15,8,190,804,1407,28/04/2016,13.4,0.25,0.13333333333333333,3.1666666666666665,213,3.55,3h 33m,Thursday,1,261,423,28/04/2016,4.35,7.05,2.7,4h 21m,7h 3m,2h 42m
3977333714,2016-04-29,10645,7.75,7.75,0.0,3.74000000953674,1.29999995231628,2.71000003814697,0.0,36,32,150,744,1545,29/04/2016,12.4,0.6,0.5333333333333333,2.5,218,3.6333333333333333,3h 38m,Friday,1,333,478,29/04/2016,5.55,7.966666666666667,2.416666666666667,5h 33m,7h 58m,2h 25m
3977333714,2016-04-30,13238,9.19999980926514,9.19999980926514,0.0,3.69000005722046,2.09999990463257,3.41000008583069,0.0,43,52,194,687,1650,30/04/2016,11.45,0.7166666666666667,0.8666666666666667,3.2333333333333334,289,4.816666666666666,4h 49m,Saturday,1,237,382,30/04/2016,3.95,6.366666666666666,2.416666666666666,3h 57m,6h 22m,2h 25m
3977333714,2016-05-01,10414,7.07000017166138,7.07000017166138,0.0,2.67000007629395,1.98000001907349,2.41000008583069,0.0,41,40,124,691,1501,01/05/2016,11.516666666666667,0.6833333333333333,0.6666666666666666,2.066666666666667,205,3.4166666666666665,3h 25m,Sunday,1,383,626,01/05/2016,6.383333333333334,10.433333333333334,4.05,6h 23m,10h 26m,4h 3m
3977333714,2016-05-02,16520,11.0500001907349,11.0500001907349,0.0,1.53999996185303,6.48000001907349,3.01999998092651,0.0,24,143,176,713,1760,02/05/2016,11.883333333333333,0.4,2.3833333333333333,2.933333333333333,343,5.716666666666667,5h 43m,Monday,1,230,384,02/05/2016,3.8333333333333335,6.4,2.566666666666667,3h 50m,6h 24m,2h 34m
3977333714,2016-05-03,14335,9.59000015258789,9.59000015258789,0.0,3.3199999332428,1.74000000953674,4.53000020980835,0.0,47,41,258,594,1710,03/05/2016,9.9,0.7833333333333333,0.6833333333333333,4.3,346,5.766666666666667,5h 46m,Tuesday,1,292,500,03/05/2016,4.866666666666666,8.333333333333334,3.4666666666666677,4h 52m,8h 20m,3h 28m
3977333714,2016-05-04,13559,9.4399995803833,9.4399995803833,0.0,1.80999994277954,4.57999992370605,2.89000010490417,0.0,14,96,142,852,1628,04/05/2016,14.2,0.23333333333333334,1.6,2.3666666666666667,252,4.2,4h 12m,Wednesday,1,213,336,04/05/2016,3.55,5.6,2.05,3h 33m,5h 36m,2h 3m
3977333714,2016-05-05,12312,8.57999992370605,8.57999992370605,0.0,1.75999999046326,4.1100001335144,2.71000003814697,0.0,14,88,178,680,1618,05/05/2016,11.333333333333334,0.23333333333333334,1.4666666666666666,2.966666666666667,280,4.666666666666667,4h 40m,Thursday,1,318,480,05/05/2016,5.3,8.0,2.7,5h 18m,8h 0m,2h 42m
3977333714,2016-05-06,11677,8.27999973297119,8.27999973297119,0.0,3.10999989509583,2.50999999046326,2.67000007629395,0.0,29,55,168,676,1590,06/05/2016,11.266666666666667,0.48333333333333334,0.9166666666666666,2.8,252,4.2,4h 12m,Friday,1,323,512,06/05/2016,5.383333333333334,8.533333333333333,3.1499999999999995,5h 23m,8h 32m,3h 9m
3977333714,2016-05-07,11550,7.73000001907349,7.73000001907349,0.0,0.0,4.13000011444092,3.58999991416931,0.0,0,86,208,703,1574,07/05/2016,11.716666666666667,0.0,1.4333333333333333,3.466666666666667,294,4.9,4h 54m,Saturday,1,237,443,07/05/2016,3.95,7.383333333333334,3.4333333333333336,3h 57m,7h 23m,3h 26m
3977333714,2016-05-08,13585,9.09000015258789,9.09000015258789,0.0,0.680000007152557,5.23999977111816,3.17000007629395,0.0,9,116,171,688,1633,08/05/2016,11.466666666666667,0.15,1.9333333333333333,2.85,296,4.933333333333334,4h 56m,Sunday,2,259,456,08/05/2016,4.316666666666666,7.6,3.283333333333333,4h 19m,7h 36m,3h 17m
3977333714,2016-05-10,13072,8.77999973297119,8.77999973297119,0.0,0.0700000002980232,5.40000009536743,3.30999994277954,0.0,1,115,196,676,1630,10/05/2016,11.266666666666667,0.016666666666666666,1.9166666666666667,3.2666666666666666,312,5.2,5h 12m,Tuesday,1,312,452,10/05/2016,5.2,7.533333333333333,2.333333333333333,5h 12m,7h 32m,2h 20m
4020332650,2016-04-12,8539,6.11999988555908,6.11999988555908,0.0,0.150000005960464,0.239999994635582,5.67999982833862,0.0,4,15,331,712,3654,12/04/2016,11.866666666666667,0.06666666666666667,0.25,5.516666666666667,350,5.833333333333333,5h 50m,Tuesday,1,501,541,12/04/2016,8.35,9.016666666666667,0.6666666666666679,8h 21m,9h 1m,0h 40m
4020332650,2016-04-16,1982,1.41999995708466,1.41999995708466,0.0,0.449999988079071,0.370000004768372,0.589999973773956,0.0,65,21,55,1222,3051,16/04/2016,20.366666666666667,1.0833333333333333,0.35,0.9166666666666666,141,2.35,2h 21m,Saturday,1,77,77,16/04/2016,1.2833333333333334,1.2833333333333334,0.0,1h 17m,1h 17m,0h 0m
4020332650,2016-05-03,4496,3.22000002861023,3.22000002861023,0.0,0.0,0.0,3.15000009536743,0.0500000007450581,0,0,174,950,2828,03/05/2016,15.833333333333334,0.0,0.0,2.9,174,2.9,2h 54m,Tuesday,1,322,332,03/05/2016,5.366666666666666,5.533333333333333,0.16666666666666696,5h 22m,5h 32m,0h 10m
4020332650,2016-05-04,10252,7.34999990463257,7.34999990463257,0.0,0.670000016689301,1.03999996185303,5.57999992370605,0.0,13,46,346,531,3879,04/05/2016,8.85,0.21666666666666667,0.7666666666666667,5.766666666666667,405,6.75,6h 45m,Wednesday,1,478,536,04/05/2016,7.966666666666667,8.933333333333334,0.9666666666666668,7h 58m,8h 56m,0h 58m
4020332650,2016-05-05,11728,8.43000030517578,8.43000030517578,0.0,2.61999988555908,1.67999994754791,4.03999996185303,0.0700000002980232,38,42,196,916,3429,05/05/2016,15.266666666666667,0.6333333333333333,0.7,3.2666666666666666,276,4.6,4h 36m,Thursday,1,226,248,05/05/2016,3.7666666666666666,4.133333333333334,0.36666666666666714,3h 46m,4h 8m,0h 22m
4020332650,2016-05-06,4369,3.13000011444092,3.13000011444092,0.0,0.0,0.0,3.09999990463257,0.0099999997764825,0,0,177,855,2704,06/05/2016,14.25,0.0,0.0,2.95,177,2.95,2h 57m,Friday,1,385,408,06/05/2016,6.416666666666667,6.8,0.38333333333333286,6h 25m,6h 48m,0h 23m
4020332650,2016-05-08,5862,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.15000009536743,0.0,0,0,263,775,3089,08/05/2016,12.916666666666666,0.0,0.0,4.383333333333334,263,4.383333333333334,4h 23m,Sunday,1,364,402,08/05/2016,6.066666666666666,6.7,0.6333333333333337,6h 4m,6h 42m,0h 38m
4020332650,2016-05-10,5546,3.98000001907349,3.98000001907349,0.0,0.0,0.0,3.86999988555908,0.0399999991059303,0,0,206,774,2926,10/05/2016,12.9,0.0,0.0,3.433333333333333,206,3.433333333333333,3h 26m,Tuesday,1,442,494,10/05/2016,7.366666666666666,8.233333333333333,0.8666666666666663,7h 22m,8h 14m,0h 52m
4319703577,2016-04-14,10210,6.88000011444092,6.88000011444092,0.0,0.109999999403954,0.330000013113022,6.44000005722046,0.0,1,9,339,589,2302,14/04/2016,9.816666666666666,0.016666666666666666,0.15,5.65,349,5.816666666666666,5h 49m,Thursday,1,535,557,14/04/2016,8.916666666666666,9.283333333333333,0.36666666666666714,8h 55m,9h 17m,0h 22m
4319703577,2016-04-15,5664,3.79999995231628,3.79999995231628,0.0,0.0,0.0,3.79999995231628,0.0,0,0,228,752,1985,15/04/2016,12.533333333333333,0.0,0.0,3.8,228,3.8,3h 48m,Friday,1,465,491,15/04/2016,7.75,8.183333333333334,0.43333333333333357,7h 45m,8h 11m,0h 26m
4319703577,2016-04-16,4744,3.1800000667572,3.1800000667572,0.0,0.0,0.0,3.1800000667572,0.0,0,0,194,724,1884,16/04/2016,12.066666666666666,0.0,0.0,3.2333333333333334,194,3.2333333333333334,3h 14m,Saturday,1,506,522,16/04/2016,8.433333333333334,8.7,0.2666666666666657,8h 26m,8h 42m,0h 16m
4319703577,2016-04-18,2276,1.54999995231628,1.54999995231628,0.0,0.0700000002980232,0.330000013113022,1.12000000476837,0.0,1,9,58,824,1632,18/04/2016,13.733333333333333,0.016666666666666666,0.15,0.9666666666666667,68,1.1333333333333333,1h 8m,Monday,1,515,551,18/04/2016,8.583333333333334,9.183333333333334,0.5999999999999996,8h 35m,9h 11m,0h 36m
4319703577,2016-04-19,8925,5.98999977111816,5.98999977111816,0.0,0.0,0.0,5.98999977111816,0.0,0,0,311,604,2200,19/04/2016,10.066666666666666,0.0,0.0,5.183333333333334,311,5.183333333333334,5h 11m,Tuesday,2,461,498,19/04/2016,7.683333333333334,8.3,0.6166666666666671,7h 41m,8h 18m,0h 37m
4319703577,2016-04-20,8954,6.01000022888184,6.01000022888184,0.0,0.0,0.680000007152557,5.30999994277954,0.0,0,18,306,671,2220,20/04/2016,11.183333333333334,0.0,0.3,5.1,324,5.4,5h 24m,Wednesday,1,523,543,20/04/2016,8.716666666666667,9.05,0.3333333333333339,8h 43m,9h 3m,0h 20m
4319703577,2016-04-21,3702,2.48000001907349,2.48000001907349,0.0,0.0,0.0,0.349999994039536,0.0,0,0,34,1265,1792,21/04/2016,21.083333333333332,0.0,0.0,0.5666666666666667,34,0.5666666666666667,0h 34m,Thursday,1,59,65,21/04/2016,0.9833333333333333,1.0833333333333333,0.09999999999999998,0h 59m,1h 5m,0h 6m
4319703577,2016-04-22,4500,3.01999998092651,3.01999998092651,0.0,0.0599999986588955,0.810000002384186,2.15000009536743,0.0,1,19,176,709,1886,22/04/2016,11.816666666666666,0.016666666666666666,0.31666666666666665,2.933333333333333,196,3.2666666666666666,3h 16m,Friday,1,533,550,22/04/2016,8.883333333333333,9.166666666666666,0.2833333333333332,8h 53m,9h 10m,0h 17m
4319703577,2016-04-23,4935,3.30999994277954,3.30999994277954,0.0,0.0,0.0,3.30999994277954,0.0,0,0,233,546,1945,23/04/2016,9.1,0.0,0.0,3.8833333333333333,233,3.8833333333333333,3h 53m,Saturday,1,692,722,23/04/2016,11.533333333333333,12.033333333333333,0.5,11h 32m,12h 2m,0h 30m
4319703577,2016-04-24,4081,2.74000000953674,2.74000000953674,0.0,0.0599999986588955,0.200000002980232,2.47000002861023,0.0,1,5,191,692,1880,24/04/2016,11.533333333333333,0.016666666666666666,0.08333333333333333,3.183333333333333,197,3.283333333333333,3h 17m,Sunday,1,467,501,24/04/2016,7.783333333333333,8.35,0.5666666666666664,7h 47m,8h 21m,0h 34m
4319703577,2016-04-25,9259,6.21000003814697,6.21000003814697,0.0,0.0,0.280000001192093,5.92999982833862,0.0,0,8,390,544,2314,25/04/2016,9.066666666666666,0.0,0.13333333333333333,6.5,398,6.633333333333334,6h 38m,Monday,1,488,506,25/04/2016,8.133333333333333,8.433333333333334,0.3000000000000007,8h 8m,8h 26m,0h 18m
4319703577,2016-04-26,9899,6.6399998664856,6.6399998664856,0.0,0.569999992847443,0.920000016689301,5.15000009536743,0.0,8,21,288,649,2236,26/04/2016,10.816666666666666,0.13333333333333333,0.35,4.8,317,5.283333333333333,5h 17m,Tuesday,1,505,516,26/04/2016,8.416666666666666,8.6,0.18333333333333357,8h 25m,8h 36m,0h 11m
4319703577,2016-04-27,10780,7.23000001907349,7.23000001907349,0.0,0.409999996423721,1.91999995708466,4.90999984741211,0.0,6,47,300,680,2324,27/04/2016,11.333333333333334,0.1,0.7833333333333333,5.0,353,5.883333333333334,5h 53m,Wednesday,1,286,307,27/04/2016,4.766666666666667,5.116666666666666,0.34999999999999964,4h 46m,5h 7m,0h 21m
4319703577,2016-04-28,10817,7.28000020980835,7.28000020980835,0.0,1.00999999046326,0.330000013113022,5.94000005722046,0.0,13,8,359,552,2367,28/04/2016,9.2,0.21666666666666667,0.13333333333333333,5.983333333333333,380,6.333333333333333,6h 20m,Thursday,1,497,522,28/04/2016,8.283333333333333,8.7,0.4166666666666661,8h 17m,8h 42m,0h 25m
4319703577,2016-04-29,7990,5.3600001335144,5.3600001335144,0.0,0.449999988079071,0.790000021457672,4.11999988555908,0.0,6,18,289,624,2175,29/04/2016,10.4,0.1,0.3,4.816666666666666,313,5.216666666666667,5h 13m,Friday,1,523,546,29/04/2016,8.716666666666667,9.1,0.38333333333333286,8h 43m,9h 6m,0h 23m
4319703577,2016-04-30,8221,5.51999998092651,5.51999998092651,0.0,0.400000005960464,1.61000001430511,3.50999999046326,0.0,6,38,196,695,2092,30/04/2016,11.583333333333334,0.1,0.6333333333333333,3.2666666666666666,240,4.0,4h 0m,Saturday,1,490,516,30/04/2016,8.166666666666666,8.6,0.43333333333333357,8h 10m,8h 36m,0h 26m
4319703577,2016-05-01,1251,0.839999973773956,0.839999973773956,0.0,0.0,0.0,0.839999973773956,0.0,0,0,67,836,1593,01/05/2016,13.933333333333334,0.0,0.0,1.1166666666666667,67,1.1166666666666667,1h 7m,Sunday,1,484,500,01/05/2016,8.066666666666666,8.333333333333334,0.2666666666666675,8h 4m,8h 20m,0h 16m
4319703577,2016-05-02,9261,6.23999977111816,6.23999977111816,0.0,0.0,0.439999997615814,5.71000003814697,0.0,0,11,344,585,2270,02/05/2016,9.75,0.0,0.18333333333333332,5.733333333333333,355,5.916666666666667,5h 55m,Monday,1,478,506,02/05/2016,7.966666666666667,8.433333333333334,0.4666666666666668,7h 58m,8h 26m,0h 28m
4319703577,2016-05-03,9648,6.46999979019165,6.46999979019165,0.0,0.579999983310699,1.07000005245209,4.82999992370605,0.0,8,26,287,669,2235,03/05/2016,11.15,0.13333333333333333,0.43333333333333335,4.783333333333333,321,5.35,5h 21m,Tuesday,1,474,512,03/05/2016,7.9,8.533333333333333,0.6333333333333329,7h 54m,8h 32m,0h 38m
4319703577,2016-05-06,9524,6.42000007629395,6.42000007629395,0.0,0.409999996423721,0.469999998807907,5.46000003814697,0.0,6,11,314,692,2266,06/05/2016,11.533333333333333,0.1,0.18333333333333332,5.233333333333333,331,5.516666666666667,5h 31m,Friday,1,450,491,06/05/2016,7.5,8.183333333333334,0.6833333333333336,7h 30m,8h 11m,0h 41m
4319703577,2016-05-07,7937,5.32999992370605,5.32999992370605,0.0,0.189999997615814,1.04999995231628,4.07999992370605,0.0,3,28,279,586,2158,07/05/2016,9.766666666666667,0.05,0.4666666666666667,4.65,310,5.166666666666667,5h 10m,Saturday,1,507,530,07/05/2016,8.45,8.833333333333334,0.38333333333333464,8h 27m,8h 50m,0h 23m
4319703577,2016-05-08,3672,2.46000003814697,2.46000003814697,0.0,0.0,0.0,2.46000003814697,0.0,0,0,153,603,1792,08/05/2016,10.05,0.0,0.0,2.55,153,2.55,2h 33m,Sunday,1,602,638,08/05/2016,10.033333333333333,10.633333333333333,0.5999999999999996,10h 2m,10h 38m,0h 36m
4319703577,2016-05-09,10378,6.96000003814697,6.96000003814697,0.0,0.140000000596046,0.560000002384186,6.25,0.0,2,14,374,490,2345,09/05/2016,8.166666666666666,0.03333333333333333,0.23333333333333334,6.233333333333333,390,6.5,6h 30m,Monday,1,535,565,09/05/2016,8.916666666666666,9.416666666666666,0.5,8h 55m,9h 25m,0h 30m
4319703577,2016-05-10,9487,6.36999988555908,6.36999988555908,0.0,0.209999993443489,0.46000000834465,5.69999980926514,0.0,3,12,329,555,2260,10/05/2016,9.25,0.05,0.2,5.483333333333333,344,5.733333333333333,5h 44m,Tuesday,1,487,517,10/05/2016,8.116666666666667,8.616666666666667,0.5,8h 7m,8h 37m,0h 30m
4319703577,2016-05-11,9129,6.13000011444092,6.13000011444092,0.0,0.200000002980232,0.740000009536743,5.17999982833862,0.0,3,18,311,574,2232,11/05/2016,9.566666666666666,0.05,0.3,5.183333333333334,332,5.533333333333333,5h 32m,Wednesday,1,529,558,11/05/2016,8.816666666666666,9.3,0.4833333333333343,8h 49m,9h 18m,0h 29m
4319703577,2016-05-12,17,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0099999997764825,0.0,0,0,2,0,257,12/05/2016,0.0,0.0,0.0,0.03333333333333333,2,0.03333333333333333,0h 2m,Thursday,1,302,321,12/05/2016,5.033333333333333,5.35,0.31666666666666643,5h 2m,5h 21m,0h 19m
4388161847,2016-04-15,8758,6.73000001907349,6.73000001907349,0.0,0.0,0.0,6.73000001907349,0.0,0,0,299,837,3066,15/04/2016,13.95,0.0,0.0,4.983333333333333,299,4.983333333333333,4h 59m,Friday,1,499,526,15/04/2016,8.316666666666666,8.766666666666667,0.45000000000000107,8h 19m,8h 46m,0h 27m
4388161847,2016-04-16,6580,5.05999994277954,5.05999994277954,0.0,0.209999993443489,0.400000005960464,4.44999980926514,0.0,6,9,253,609,3073,16/04/2016,10.15,0.1,0.15,4.216666666666667,268,4.466666666666667,4h 28m,Saturday,2,426,448,16/04/2016,7.1,7.466666666666667,0.36666666666666714,7h 6m,7h 28m,0h 22m
4388161847,2016-04-17,4660,3.57999992370605,3.57999992370605,0.0,0.0,0.0,3.57999992370605,0.0,0,0,201,721,2572,17/04/2016,12.016666666666667,0.0,0.0,3.35,201,3.35,3h 21m,Sunday,2,619,641,17/04/2016,10.316666666666666,10.683333333333334,0.36666666666666714,10h 19m,10h 41m,0h 22m
4388161847,2016-04-18,11009,9.10000038146973,9.10000038146973,0.0,3.55999994277954,0.400000005960464,5.1399998664856,0.0,27,8,239,1017,3274,18/04/2016,16.95,0.45,0.13333333333333333,3.9833333333333334,274,4.566666666666666,4h 34m,Monday,1,99,104,18/04/2016,1.65,1.7333333333333334,0.08333333333333348,1h 39m,1h 44m,0h 5m
4388161847,2016-04-19,10181,7.82999992370605,7.82999992370605,0.0,1.37000000476837,0.689999997615814,5.76999998092651,0.0,20,16,249,704,3015,19/04/2016,11.733333333333333,0.3333333333333333,0.26666666666666666,4.15,285,4.75,4h 45m,Tuesday,1,329,338,19/04/2016,5.483333333333333,5.633333333333334,0.15000000000000036,5h 29m,5h 38m,0h 9m
4388161847,2016-04-20,10553,8.11999988555908,8.11999988555908,0.0,1.10000002384186,1.72000002861023,5.28999996185303,0.0,19,42,228,696,3083,20/04/2016,11.6,0.31666666666666665,0.7,3.8,289,4.816666666666666,4h 49m,Wednesday,1,421,451,20/04/2016,7.016666666666667,7.516666666666667,0.5,7h 1m,7h 31m,0h 30m
4388161847,2016-04-21,10055,7.73000001907349,7.73000001907349,0.0,0.370000004768372,0.389999985694885,6.98000001907349,0.0,7,12,272,853,3069,21/04/2016,14.216666666666667,0.11666666666666667,0.2,4.533333333333333,291,4.85,4h 51m,Thursday,1,442,458,21/04/2016,7.366666666666666,7.633333333333334,0.2666666666666675,7h 22m,7h 38m,0h 16m
4388161847,2016-04-22,12139,9.34000015258789,9.34000015258789,0.0,3.29999995231628,1.11000001430511,4.92000007629395,0.0,77,25,220,945,3544,22/04/2016,15.75,1.2833333333333334,0.4166666666666667,3.6666666666666665,322,5.366666666666666,5h 22m,Friday,1,82,85,22/04/2016,1.3666666666666667,1.4166666666666667,0.050000000000000044,1h 22m,1h 25m,0h 3m
4388161847,2016-04-23,13236,10.1800003051758,10.1800003051758,0.0,4.5,0.319999992847443,5.34999990463257,0.0,58,5,215,749,3306,23/04/2016,12.483333333333333,0.9666666666666667,0.08333333333333333,3.5833333333333335,278,4.633333333333334,4h 38m,Saturday,1,478,501,23/04/2016,7.966666666666667,8.35,0.38333333333333286,7h 58m,8h 21m,0h 23m
